,initial_value,final_value,total_return,cagr,volatility,max_drawdown,years
traditional,1000000.0,2612178.5614513066,1.6121785614513064,0.03145837188370537,0.0984541624436514,0.31142190844578593,31
structured,1000000.0,3344619.5902373507,2.344619590237351,0.0397152418509763,0.10631329717364177,0.2925522812841353,31
