year,sp500_price,sp500_return,note_return,bond_return,portfolio_value
1977,95.0999984741211,-0.11501954881495538,-0.04084324352666355,0.07417630528829183,106399.20990025063
1978,96.11000061035156,0.010620422212785982,0.09470429332357906,0.08408387111079307,122558.0875437496
1979,107.94000244140625,0.12308814645643164,0.21741758182032422,0.09432943536389259,150054.40214242152
1980,135.75999450683594,0.2577356997979631,0.37207009986052414,0.11433440006256103,197420.29361060093
1981,122.55000305175781,-0.09730400699458602,0.13921365423853616,0.13921365423853616,216226.53965508315
1982,140.63999938964844,0.14761318553578892,0.2776682053817131,0.1300550198459242,265441.8696198248
1983,164.92999267578125,0.17271041945070312,0.28374041967958497,0.11103000022888183,325216.27977588435
1984,167.24000549316406,0.014006020250809244,0.13858714469824499,0.12458112444743574,362714.25573004293
1985,211.27999877929688,0.26333408179619405,0.36953206578406383,0.10619798398786975,462686.48720430024
