year,sp500_price,sp500_return,note_return,bond_return,portfolio_value
1977,95.0999984741211,-0.11501954881495538,-0.04084324352666355,0.07417630528829183,106399.20990025063
1978,96.11000061035156,0.010620422212785982,0.09470429332357906,0.08408387111079307,122558.0875437496
1979,107.94000244140625,0.12308814645643164,0.21741758182032422,0.09432943536389259,150054.40214242152
1980,135.75999450683594,0.2577356997979631,0.37207009986052414,0.11433440006256103,197420.29361060093
